"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"2.06E-10","5","4.79E+0","1.25E+5","2.00E+4"
"2.06E-10","5","4.37E+0","1.27E+5","1.98E+4"
"2.06E-10","5","3.98E+0","1.28E+5","1.97E+4"
"2.06E-10","5","3.63E+0","1.29E+5","2.04E+4"
"2.06E-10","5","3.31E+0","1.30E+5","2.02E+4"
"2.06E-10","5","3.02E+0","1.32E+5","2.08E+4"
"2.06E-10","5","2.75E+0","1.33E+5","2.11E+4"
"2.06E-10","5","2.51E+0","1.35E+5","2.10E+4"
"2.06E-10","5","2.29E+0","1.35E+5","2.15E+4"
"2.06E-10","5","2.09E+0","1.37E+5","2.19E+4"
"2.06E-10","5","1.91E+0","1.38E+5","2.18E+4"
"2.06E-10","5","1.74E+0","1.39E+5","2.16E+4"
"2.06E-10","5","1.58E+0","1.41E+5","2.21E+4"
"2.06E-10","5","1.45E+0","1.42E+5","2.19E+4"
"2.06E-10","5","1.32E+0","1.43E+5","2.27E+4"
"2.06E-10","5","1.20E+0","1.46E+5","2.33E+4"
"2.06E-10","5","1.10E+0","1.47E+5","2.28E+4"
"2.06E-10","5","1.00E+0","1.48E+5","2.22E+4"
"2.06E-10","10","1.00E+6","5.53E+3","1.80E+3"
"2.06E-10","10","9.12E+5","5.56E+3","1.90E+3"
"2.06E-10","10","8.32E+5","5.61E+3","1.70E+3"
"2.06E-10","10","7.59E+5","5.82E+3","2.12E+3"
"2.06E-10","10","6.92E+5","5.81E+3","2.23E+3"
"2.06E-10","10","6.31E+5","6.00E+3","2.33E+3"
"2.06E-10","10","5.75E+5","6.10E+3","2.44E+3"
"2.06E-10","10","5.25E+5","6.20E+3","2.55E+3"
"2.06E-10","10","4.79E+5","6.19E+3","2.80E+3"
"2.06E-10","10","4.37E+5","6.37E+3","2.95E+3"
"2.06E-10","10","3.98E+5","6.46E+3","3.14E+3"
"2.06E-10","10","3.63E+5","6.54E+3","3.30E+3"
"2.06E-10","10","3.31E+5","6.63E+3","3.50E+3"
"2.06E-10","10","3.02E+5","6.75E+3","3.76E+3"
"2.06E-10","10","2.75E+5","6.87E+3","4.00E+3"
"2.06E-10","10","2.51E+5","7.01E+3","4.27E+3"
"2.06E-10","10","2.29E+5","7.01E+3","4.64E+3"
"2.06E-10","10","2.09E+5","7.12E+3","4.86E+3"
"2.06E-10","10","1.91E+5","7.14E+3","5.22E+3"
"2.06E-10","10","1.74E+5","7.36E+3","5.60E+3"
"2.06E-10","10","1.58E+5","7.54E+3","5.97E+3"
"2.06E-10","10","1.45E+5","7.64E+3","6.42E+3"
"2.06E-10","10","1.32E+5","7.76E+3","6.90E+3"
"2.06E-10","10","1.20E+5","7.89E+3","7.43E+3"
"2.06E-10","10","1.10E+5","8.18E+3","8.02E+3"
"2.06E-10","10","1.00E+5","8.33E+3","8.70E+3"
"2.06E-10","10","9.12E+4","8.54E+3","9.31E+3"
"2.06E-10","10","8.32E+4","8.78E+3","1.00E+4"
"2.06E-10","10","7.59E+4","9.09E+3","1.08E+4"
"2.06E-10","10","6.92E+4","9.45E+3","1.16E+4"
"2.06E-10","10","6.31E+4","9.70E+3","1.26E+4"
"2.06E-10","10","5.75E+4","1.01E+4","1.36E+4"
"2.06E-10","10","5.25E+4","1.06E+4","1.47E+4"
"2.06E-10","10","4.79E+4","1.10E+4","1.59E+4"
"2.06E-10","10","4.37E+4","1.16E+4","1.73E+4"
"2.06E-10","10","3.98E+4","1.23E+4","1.87E+4"
"2.06E-10","10","3.63E+4","1.31E+4","2.02E+4"
"2.06E-10","10","3.31E+4","1.40E+4","2.18E+4"
"2.06E-10","10","3.02E+4","1.51E+4","2.36E+4"
"2.06E-10","10","2.75E+4","1.64E+4","2.52E+4"
"2.06E-10","10","2.51E+4","1.77E+4","2.73E+4"
"2.06E-10","10","2.29E+4","1.95E+4","2.91E+4"
"2.06E-10","10","2.09E+4","2.14E+4","3.10E+4"
"2.06E-10","10","1.91E+4","2.33E+4","3.33E+4"
"2.06E-10","10","1.74E+4","2.60E+4","3.51E+4"
"2.06E-10","10","1.58E+4","3.04E+4","3.85E+4"
"2.06E-10","10","1.45E+4","3.35E+4","4.00E+4"
"2.06E-10","10","1.32E+4","3.69E+4","4.15E+4"
"2.06E-10","10","1.20E+4","4.06E+4","4.28E+4"
"2.06E-10","10","1.10E+4","4.45E+4","4.36E+4"
"2.06E-10","10","1.00E+4","4.87E+4","4.41E+4"
"2.06E-10","10","9.12E+3","5.28E+4","4.42E+4"
"2.06E-10","10","8.32E+3","5.68E+4","4.42E+4"
"2.06E-10","10","7.59E+3","6.09E+4","4.37E+4"
"2.06E-10","10","6.92E+3","6.49E+4","4.26E+4"
"2.06E-10","10","6.31E+3","6.84E+4","4.14E+4"
"2.06E-10","10","5.75E+3","7.20E+4","3.98E+4"
"2.06E-10","10","5.25E+3","7.43E+4","3.66E+4"
"2.06E-10","10","4.79E+3","7.86E+4","3.63E+4"
"2.06E-10","10","4.37E+3","8.11E+4","3.39E+4"
"2.06E-10","10","3.98E+3","8.35E+4","3.22E+4"
"2.06E-10","10","3.63E+3","8.54E+4","2.95E+4"
"2.06E-10","10","3.31E+3","8.69E+4","2.77E+4"
"2.06E-10","10","3.02E+3","8.88E+4","2.54E+4"
"2.06E-10","10","2.75E+3","8.95E+4","2.34E+4"
"2.06E-10","10","2.51E+3","9.03E+4","2.16E+4"
"2.06E-10","10","2.29E+3","9.18E+4","2.00E+4"
"2.06E-10","10","2.09E+3","9.31E+4","1.79E+4"
"2.06E-10","10","1.91E+3","9.37E+4","1.60E+4"
"2.06E-10","10","1.74E+3","9.37E+4","1.41E+4"
"2.06E-10","10","1.58E+3","9.40E+4","1.33E+4"
"2.06E-10","10","1.45E+3","9.48E+4","1.18E+4"
"2.06E-10","10","1.32E+3","9.45E+4","1.10E+4"
"2.06E-10","10","1.20E+3","9.48E+4","9.35E+3"
"2.06E-10","10","1.10E+3","9.48E+4","8.21E+3"
"2.06E-10","10","1.00E+3","9.49E+4","7.34E+3"
"2.06E-10","10","9.12E+2","9.50E+4","6.39E+3"
"2.06E-10","10","8.32E+2","9.41E+4","5.70E+3"
"2.06E-10","10","7.59E+2","9.50E+4","4.88E+3"
"2.06E-10","10","6.92E+2","9.46E+4","6.14E+3"
"2.06E-10","10","6.31E+2","9.49E+4","4.61E+3"
"2.06E-10","10","5.75E+2","9.48E+4","3.87E+3"
"2.06E-10","10","5.25E+2","9.36E+4","2.50E+3"
"2.06E-10","10","4.79E+2","9.41E+4","3.13E+3"
"2.06E-10","10","4.37E+2","9.42E+4","2.24E+3"
"2.06E-10","10","3.98E+2","9.43E+4","1.99E+3"
"2.06E-10","10","3.63E+2","9.39E+4","2.32E+3"
"2.06E-10","10","3.31E+2","9.37E+4","2.03E+3"
"2.06E-10","10","3.02E+2","9.30E+4","1.90E+3"
"2.06E-10","10","2.75E+2","9.36E+4","1.65E+3"
"2.06E-10","10","2.51E+2","9.38E+4","2.14E+3"
"2.06E-10","10","2.29E+2","9.33E+4","2.06E+3"
"2.06E-10","10","2.09E+2","9.34E+4","2.08E+3"
"2.06E-10","10","1.91E+2","9.32E+4","2.36E+3"
"2.06E-10","10","1.74E+2","9.36E+4","1.94E+3"
"2.06E-10","10","1.58E+2","9.33E+4","5.13E+2"
"2.06E-10","10","1.45E+2","9.33E+4","2.40E+3"
"2.06E-10","10","1.32E+2","9.30E+4","2.85E+3"
"2.06E-10","10","1.20E+2","9.39E+4","2.41E+3"
"2.06E-10","10","1.10E+2","9.33E+4","3.05E+3"
"2.06E-10","10","1.00E+2","9.33E+4","3.27E+3"
"2.06E-10","10","9.12E+1","9.37E+4","3.94E+3"
"2.06E-10","10","8.32E+1","9.35E+4","4.24E+3"
"2.06E-10","10","7.59E+1","9.42E+4","4.64E+3"
"2.06E-10","10","6.92E+1","9.39E+4","4.76E+3"
"2.06E-10","10","6.31E+1","9.40E+4","4.82E+3"
"2.06E-10","10","5.75E+1","9.40E+4","6.16E+3"
"2.06E-10","10","5.25E+1","9.74E+4","5.69E+3"
"2.06E-10","10","4.79E+1","9.48E+4","5.31E+3"
"2.06E-10","10","4.37E+1","9.58E+4","6.95E+3"
"2.06E-10","10","3.98E+1","9.61E+4","7.06E+3"
"2.06E-10","10","3.63E+1","9.66E+4","7.30E+3"
"2.06E-10","10","3.31E+1","9.67E+4","8.11E+3"
"2.06E-10","10","3.02E+1","9.72E+4","8.93E+3"
"2.06E-10","10","2.75E+1","9.80E+4","9.03E+3"
"2.06E-10","10","2.51E+1","9.85E+4","9.44E+3"
"2.06E-10","10","2.29E+1","9.91E+4","1.01E+4"
"2.06E-10","10","2.09E+1","9.97E+4","1.03E+4"
"2.06E-10","10","1.91E+1","1.00E+5","1.12E+4"
"2.06E-10","10","1.74E+1","1.01E+5","1.17E+4"
"2.06E-10","10","1.58E+1","1.01E+5","1.28E+4"
"2.06E-10","10","1.45E+1","1.03E+5","1.26E+4"
"2.06E-10","10","1.32E+1","1.04E+5","1.27E+4"
"2.06E-10","10","1.20E+1","1.05E+5","1.32E+4"
"2.06E-10","10","1.10E+1","1.05E+5","1.38E+4"
"2.06E-10","10","1.00E+1","1.06E+5","1.40E+4"
"2.06E-10","10","9.12E+0","1.07E+5","1.43E+4"
"2.06E-10","10","8.32E+0","1.08E+5","1.48E+4"
"2.06E-10","10","7.59E+0","1.09E+5","1.51E+4"
"2.06E-10","10","6.92E+0","1.10E+5","1.55E+4"
"2.06E-10","10","6.31E+0","1.11E+5","1.58E+4"
"2.06E-10","10","5.75E+0","1.12E+5","1.64E+4"
"2.06E-10","10","5.25E+0","1.13E+5","1.64E+4"
"2.06E-10","10","4.79E+0","1.14E+5","1.66E+4"
"2.06E-10","10","4.37E+0","1.15E+5","1.70E+4"
"2.06E-10","10","3.98E+0","1.16E+5","1.74E+4"
"2.06E-10","10","3.63E+0","1.18E+5","1.75E+4"
"2.06E-10","10","3.31E+0","1.18E+5","1.75E+4"
"2.06E-10","10","3.02E+0","1.19E+5","1.82E+4"
"2.06E-10","10","2.75E+0","1.20E+5","1.83E+4"
"2.06E-10","10","2.51E+0","1.22E+5","1.87E+4"
"2.06E-10","10","2.29E+0","1.23E+5","1.86E+4"
"2.06E-10","10","2.09E+0","1.24E+5","1.90E+4"
"2.06E-10","10","1.91E+0","1.25E+5","1.94E+4"
"2.06E-10","10","1.74E+0","1.26E+5","1.95E+4"
"2.06E-10","10","1.58E+0","1.28E+5","1.96E+4"
"2.06E-10","10","1.45E+0","1.29E+5","1.98E+4"
"2.06E-10","10","1.32E+0","1.30E+5","2.01E+4"
"2.06E-10","10","1.20E+0","1.31E+5","2.01E+4"
"2.06E-10","10","1.10E+0","1.33E+5","2.05E+4"
"2.06E-10","10","1.00E+0","1.34E+5","2.09E+4"
"2.06E-10","15","1.00E+6","5.14E+3","1.53E+3"
"2.06E-10","15","9.12E+5","5.03E+3","2.05E+3"
"2.06E-10","15","8.32E+5","5.19E+3","2.06E+3"
"2.06E-10","15","7.59E+5","5.21E+3","1.89E+3"
"2.06E-10","15","6.92E+5","5.21E+3","2.05E+3"
"2.06E-10","15","6.31E+5","5.29E+3","2.15E+3"
"2.06E-10","15","5.75E+5","5.38E+3","2.09E+3"
"2.06E-10","15","5.25E+5","5.40E+3","2.20E+3"
"2.06E-10","15","4.79E+5","5.57E+3","2.69E+3"
"2.06E-10","15","4.37E+5","5.72E+3","2.74E+3"
"2.06E-10","15","3.98E+5","5.82E+3","2.77E+3"
"2.06E-10","15","3.63E+5","1.33E+3","6.41E+3"
"2.06E-10","15","3.31E+5","5.80E+3","3.29E+3"
"2.06E-10","15","3.02E+5","6.08E+3","3.61E+3"
"2.06E-10","15","2.75E+5","6.32E+3","3.91E+3"
"2.06E-10","15","2.51E+5","6.19E+3","3.81E+3"
"2.06E-10","15","2.29E+5","6.33E+3","4.23E+3"
"2.06E-10","15","2.09E+5","6.68E+3","4.80E+3"
"2.06E-10","15","1.91E+5","6.71E+3","4.95E+3"
"2.06E-10","15","1.74E+5","6.69E+3","5.26E+3"
"2.06E-10","15","1.58E+5","6.81E+3","5.51E+3"
"2.06E-10","15","1.45E+5","7.56E+3","5.85E+3"
"2.06E-10","15","1.32E+5","7.08E+3","6.62E+3"
"2.06E-10","15","1.20E+5","7.33E+3","7.13E+3"
"2.06E-10","15","1.10E+5","7.36E+3","7.68E+3"
"2.06E-10","15","1.00E+5","7.84E+3","8.35E+3"
"2.06E-10","15","9.12E+4","7.88E+3","8.76E+3"
"2.06E-10","15","8.32E+4","8.00E+3","9.41E+3"
"2.06E-10","15","7.59E+4","8.30E+3","1.04E+4"
"2.06E-10","15","6.92E+4","8.57E+3","1.12E+4"
"2.06E-10","15","6.31E+4","8.87E+3","1.22E+4"
"2.06E-10","15","5.75E+4","9.31E+3","1.32E+4"
"2.06E-10","15","5.25E+4","9.73E+3","1.42E+4"
"2.06E-10","15","4.79E+4","1.02E+4","1.54E+4"
"2.06E-10","15","4.37E+4","1.08E+4","1.66E+4"
"2.06E-10","15","3.98E+4","1.15E+4","1.81E+4"
"2.06E-10","15","3.63E+4","1.21E+4","1.95E+4"
"2.06E-10","15","3.31E+4","1.31E+4","2.10E+4"
"2.06E-10","15","3.02E+4","1.41E+4","2.28E+4"
"2.06E-10","15","2.75E+4","1.54E+4","2.44E+4"
"2.06E-10","15","2.51E+4","1.69E+4","2.62E+4"
"2.06E-10","15","2.29E+4","1.85E+4","2.77E+4"
"2.06E-10","15","2.09E+4","2.04E+4","2.97E+4"
"2.06E-10","15","1.91E+4","2.24E+4","3.17E+4"
"2.06E-10","15","1.74E+4","2.41E+4","3.38E+4"
"2.06E-10","15","1.58E+4","2.92E+4","3.66E+4"
"2.06E-10","15","1.45E+4","3.22E+4","3.82E+4"
"2.06E-10","15","1.32E+4","3.56E+4","3.93E+4"
"2.06E-10","15","1.20E+4","3.92E+4","4.04E+4"
"2.06E-10","15","1.10E+4","4.28E+4","4.11E+4"
"2.06E-10","15","1.00E+4","4.66E+4","4.19E+4"
"2.06E-10","15","9.12E+3","5.09E+4","4.17E+4"
"2.06E-10","15","8.32E+3","5.44E+4","4.13E+4"
"2.06E-10","15","7.59E+3","5.83E+4","4.05E+4"
"2.06E-10","15","6.92E+3","6.20E+4","3.95E+4"
"2.06E-10","15","6.31E+3","6.57E+4","3.84E+4"
"2.06E-10","15","5.75E+3","6.88E+4","3.67E+4"
"2.06E-10","15","5.25E+3","7.10E+4","3.43E+4"
"2.06E-10","15","4.79E+3","7.43E+4","3.33E+4"
"2.06E-10","15","4.37E+3","7.68E+4","3.14E+4"
"2.06E-10","15","3.98E+3","7.97E+4","2.96E+4"
"2.06E-10","15","3.63E+3","8.07E+4","2.70E+4"
"2.06E-10","15","3.31E+3","8.22E+4","2.48E+4"
"2.06E-10","15","3.02E+3","8.37E+4","2.30E+4"
"2.06E-10","15","2.75E+3","8.48E+4","2.10E+4"
"2.06E-10","15","2.51E+3","8.59E+4","1.93E+4"
"2.06E-10","15","2.29E+3","8.66E+4","1.77E+4"
"2.06E-10","15","2.09E+3","8.71E+4","1.59E+4"
"2.06E-10","15","1.91E+3","8.76E+4","1.45E+4"
"2.06E-10","15","1.74E+3","8.79E+4","1.30E+4"
"2.06E-10","15","1.58E+3","8.90E+4","1.14E+4"
"2.06E-10","15","1.45E+3","8.85E+4","1.02E+4"
"2.06E-10","15","1.32E+3","8.82E+4","9.30E+3"
"2.06E-10","15","1.20E+3","8.85E+4","8.12E+3"
"2.06E-10","15","1.10E+3","8.85E+4","7.58E+3"
"2.06E-10","15","1.00E+3","8.85E+4","6.28E+3"
"2.06E-10","15","9.12E+2","8.77E+4","6.18E+3"
"2.06E-10","15","8.32E+2","8.81E+4","5.26E+3"
"2.06E-10","15","7.59E+2","8.83E+4","4.40E+3"
"2.06E-10","15","6.92E+2","8.81E+4","4.14E+3"
"2.06E-10","15","6.31E+2","8.87E+4","3.69E+3"
"2.06E-10","15","5.75E+2","8.76E+4","2.86E+3"
"2.06E-10","15","5.25E+2","8.78E+4","2.65E+3"
"2.06E-10","15","4.79E+2","8.77E+4","2.36E+3"
"2.06E-10","15","4.37E+2","8.75E+4","2.44E+3"
"2.06E-10","15","3.98E+2","8.77E+4","1.91E+3"
"2.06E-10","15","3.63E+2","8.76E+4","1.83E+3"
"2.06E-10","15","3.31E+2","8.75E+4","1.54E+3"
"2.06E-10","15","3.02E+2","8.71E+4","1.57E+3"
"2.06E-10","15","2.75E+2","8.72E+4","1.10E+3"
"2.06E-10","15","2.51E+2","8.68E+4","1.22E+3"
"2.06E-10","15","2.29E+2","8.70E+4","1.68E+3"
"2.06E-10","15","2.09E+2","8.64E+4","1.02E+3"
"2.06E-10","15","1.91E+2","8.71E+4","1.59E+3"
"2.06E-10","15","1.74E+2","8.59E+4","1.30E+3"
"2.06E-10","15","1.58E+2","8.61E+4","2.08E+3"
"2.06E-10","15","1.45E+2","8.68E+4","1.89E+3"
"2.06E-10","15","1.32E+2","8.65E+4","1.91E+3"
"2.06E-10","15","1.20E+2","8.56E+4","2.28E+3"
"2.06E-10","15","1.10E+2","8.25E+4","-1.97E+4"
"2.06E-10","15","1.00E+2","8.91E+4","7.71E+3"
"2.06E-10","15","9.12E+1","7.89E+4","1.86E+4"
"2.06E-10","15","8.32E+1","8.64E+4","2.02E+3"
"2.06E-10","15","7.59E+1","8.67E+4","4.11E+3"
"2.06E-10","15","6.92E+1","8.78E+4","2.81E+3"
"2.06E-10","15","6.31E+1","8.44E+4","1.87E+4"
"2.06E-10","15","5.75E+1","8.54E+4","1.47E+4"
"2.06E-10","15","5.25E+1","1.23E+5","-4.38E+4"
"2.06E-10","15","4.79E+1","6.91E+4","-6.98E+2"
"2.06E-10","15","4.37E+1","8.78E+4","4.77E+3"
"2.06E-10","15","3.98E+1","9.00E+4","6.05E+3"
"2.06E-10","15","3.63E+1","8.22E+4","3.58E+3"
"2.06E-10","15","3.31E+1","8.89E+4","7.76E+3"
"2.06E-10","15","3.02E+1","9.16E+4","6.25E+3"
"2.06E-10","15","2.75E+1","9.16E+4","8.55E+3"
"2.06E-10","15","2.51E+1","9.12E+4","7.55E+3"
"2.06E-10","15","2.29E+1","9.22E+4","8.71E+3"
"2.06E-10","15","2.09E+1","9.22E+4","9.00E+3"
"2.06E-10","15","1.91E+1","7.49E+4","-5.95E+4"
"2.06E-10","15","1.74E+1","9.36E+4","1.37E+4"
"2.06E-10","15","1.58E+1","4.75E+4","8.14E+4"
"2.06E-10","15","1.45E+1","9.59E+4","-1.60E+4"
"2.06E-10","15","1.32E+1","9.80E+4","1.17E+4"
"2.06E-10","15","1.20E+1","9.29E+4","1.16E+4"
"2.06E-10","15","1.10E+1","8.64E+4","-5.21E+4"
"2.06E-10","15","1.00E+1","9.13E+4","3.56E+4"
"2.06E-10","15","9.12E+0","9.96E+4","1.16E+4"
"2.06E-10","15","8.32E+0","9.99E+4","1.37E+4"
"2.06E-10","15","7.59E+0","1.01E+5","1.30E+4"
"2.06E-10","15","6.92E+0","1.02E+5","1.48E+4"
"2.06E-10","15","6.31E+0","1.04E+5","1.44E+4"
"2.06E-10","15","5.75E+0","1.04E+5","1.46E+4"
"2.06E-10","15","5.25E+0","1.05E+5","1.46E+4"
"2.06E-10","15","4.79E+0","1.06E+5","1.52E+4"
"2.06E-10","15","4.37E+0","1.07E+5","1.57E+4"
"2.06E-10","15","3.98E+0","1.08E+5","1.54E+4"
"2.06E-10","15","3.63E+0","1.09E+5","1.60E+4"
"2.06E-10","15","3.31E+0","1.10E+5","1.64E+4"
"2.06E-10","15","3.02E+0","1.11E+5","1.64E+4"
"2.06E-10","15","2.75E+0","1.12E+5","1.64E+4"
"2.06E-10","15","2.51E+0","1.14E+5","1.71E+4"
"2.06E-10","15","2.29E+0","1.14E+5","1.77E+4"
"2.06E-10","15","2.09E+0","1.15E+5","1.76E+4"
"2.06E-10","15","1.91E+0","1.16E+5","1.73E+4"
"2.06E-10","15","1.74E+0","1.17E+5","1.78E+4"
"2.06E-10","15","1.58E+0","1.18E+5","1.78E+4"
"2.06E-10","15","1.45E+0","1.20E+5","1.84E+4"
"2.06E-10","15","1.32E+0","1.22E+5","1.85E+4"
"2.06E-10","15","1.20E+0","1.22E+5","1.89E+4"
"2.06E-10","15","1.10E+0","1.24E+5","1.92E+4"
"2.06E-10","15","1.00E+0","1.25E+5","1.93E+4"
"2.06E-10","20","1.00E+6","4.71E+3","1.42E+3"
"2.06E-10","20","9.12E+5","4.73E+3","1.53E+3"
"2.06E-10","20","8.32E+5","4.83E+3","1.60E+3"
"2.06E-10","20","7.59E+5","4.86E+3","1.76E+3"
"2.06E-10","20","6.92E+5","4.91E+3","1.85E+3"
"2.06E-10","20","6.31E+5","5.00E+3","2.03E+3"
"2.06E-10","20","5.75E+5","5.06E+3","2.13E+3"
"2.06E-10","20","5.25E+5","5.12E+3","2.27E+3"
"2.06E-10","20","4.79E+5","5.18E+3","2.41E+3"
"2.06E-10","20","4.37E+5","5.27E+3","2.56E+3"
"2.06E-10","20","3.98E+5","5.32E+3","2.76E+3"
"2.06E-10","20","3.63E+5","5.43E+3","2.91E+3"
"2.06E-10","20","3.31E+5","5.51E+3","3.15E+3"
"2.06E-10","20","3.02E+5","5.61E+3","3.34E+3"
"2.06E-10","20","2.75E+5","5.69E+3","3.58E+3"
"2.06E-10","20","2.51E+5","5.80E+3","3.83E+3"
"2.06E-10","20","2.29E+5","5.88E+3","4.08E+3"
"2.06E-10","20","2.09E+5","6.00E+3","4.40E+3"
"2.06E-10","20","1.91E+5","6.10E+3","4.71E+3"
"2.06E-10","20","1.74E+5","6.20E+3","5.02E+3"
"2.06E-10","20","1.58E+5","6.32E+3","5.42E+3"
"2.06E-10","20","1.45E+5","6.44E+3","5.80E+3"
"2.06E-10","20","1.32E+5","6.57E+3","6.26E+3"
"2.06E-10","20","1.20E+5","6.73E+3","6.73E+3"
"2.06E-10","20","1.10E+5","6.87E+3","7.28E+3"
"2.06E-10","20","1.00E+5","7.07E+3","7.87E+3"
"2.06E-10","20","9.12E+4","7.25E+3","8.50E+3"
"2.06E-10","20","8.32E+4","7.44E+3","9.20E+3"
"2.06E-10","20","7.59E+4","7.69E+3","9.96E+3"
"2.06E-10","20","6.92E+4","7.88E+3","1.08E+4"
"2.06E-10","20","6.31E+4","8.27E+3","1.17E+4"
"2.06E-10","20","5.75E+4","8.64E+3","1.26E+4"
"2.06E-10","20","5.25E+4","9.02E+3","1.37E+4"
"2.06E-10","20","4.79E+4","9.50E+3","1.49E+4"
"2.06E-10","20","4.37E+4","1.01E+4","1.61E+4"
"2.06E-10","20","3.98E+4","1.08E+4","1.74E+4"
"2.06E-10","20","3.63E+4","1.15E+4","1.88E+4"
"2.06E-10","20","3.31E+4","1.24E+4","2.03E+4"
"2.06E-10","20","3.02E+4","1.34E+4","2.19E+4"
"2.06E-10","20","2.75E+4","1.46E+4","2.35E+4"
"2.06E-10","20","2.51E+4","1.58E+4","2.52E+4"
"2.06E-10","20","2.29E+4","1.75E+4","2.70E+4"
"2.06E-10","20","2.09E+4","1.92E+4","2.89E+4"
"2.06E-10","20","1.91E+4","2.14E+4","3.05E+4"
"2.06E-10","20","1.74E+4","2.36E+4","3.23E+4"
"2.06E-10","20","1.58E+4","2.61E+4","3.39E+4"
"2.06E-10","20","1.45E+4","3.11E+4","3.67E+4"
"2.06E-10","20","1.32E+4","3.40E+4","3.81E+4"
"2.06E-10","20","1.20E+4","3.75E+4","3.89E+4"
"2.06E-10","20","1.10E+4","4.13E+4","3.96E+4"
"2.06E-10","20","1.00E+4","4.50E+4","4.02E+4"
"2.06E-10","20","9.12E+3","4.86E+4","4.01E+4"
"2.06E-10","20","8.32E+3","5.23E+4","3.98E+4"
"2.06E-10","20","7.59E+3","5.62E+4","3.91E+4"
"2.06E-10","20","6.92E+3","5.95E+4","3.79E+4"
"2.06E-10","20","6.31E+3","6.27E+4","3.66E+4"
"2.06E-10","20","5.75E+3","6.58E+4","3.51E+4"
"2.06E-10","20","5.25E+3","6.86E+4","3.32E+4"
"2.06E-10","20","4.79E+3","7.11E+4","3.15E+4"
"2.06E-10","20","4.37E+3","7.33E+4","2.96E+4"
"2.06E-10","20","3.98E+3","7.54E+4","2.75E+4"
"2.06E-10","20","3.63E+3","7.71E+4","2.55E+4"
"2.06E-10","20","3.31E+3","7.87E+4","2.34E+4"
"2.06E-10","20","3.02E+3","7.97E+4","2.18E+4"
"2.06E-10","20","2.75E+3","8.10E+4","1.98E+4"
"2.06E-10","20","2.51E+3","8.17E+4","1.80E+4"
"2.06E-10","20","2.29E+3","8.24E+4","1.64E+4"
"2.06E-10","20","2.09E+3","8.31E+4","1.49E+4"
"2.06E-10","20","1.91E+3","8.33E+4","1.35E+4"
"2.06E-10","20","1.74E+3","8.39E+4","1.22E+4"
"2.06E-10","20","1.58E+3","8.43E+4","1.08E+4"
"2.06E-10","20","1.45E+3","8.43E+4","9.77E+3"
"2.06E-10","20","1.32E+3","8.43E+4","8.79E+3"
"2.06E-10","20","1.20E+3","8.46E+4","7.87E+3"
"2.06E-10","20","1.10E+3","8.46E+4","6.83E+3"
"2.06E-10","20","1.00E+3","8.45E+4","6.15E+3"
"2.06E-10","20","9.12E+2","8.47E+4","5.46E+3"
"2.06E-10","20","8.32E+2","8.46E+4","4.73E+3"
"2.06E-10","20","7.59E+2","8.46E+4","4.12E+3"
"2.06E-10","20","6.92E+2","8.44E+4","3.62E+3"
"2.06E-10","20","6.31E+2","8.44E+4","3.02E+3"
"2.06E-10","20","5.75E+2","8.42E+4","2.74E+3"
"2.06E-10","20","5.25E+2","8.42E+4","2.34E+3"
"2.06E-10","20","4.79E+2","8.40E+4","2.21E+3"
"2.06E-10","20","4.37E+2","8.41E+4","1.78E+3"
"2.06E-10","20","3.98E+2","8.42E+4","1.56E+3"
"2.06E-10","20","3.63E+2","8.38E+4","1.54E+3"
"2.06E-10","20","3.31E+2","8.37E+4","1.25E+3"
"2.06E-10","20","3.02E+2","8.36E+4","1.09E+3"
"2.06E-10","20","2.75E+2","8.33E+4","1.16E+3"
"2.06E-10","20","2.51E+2","8.36E+4","9.66E+2"
"2.06E-10","20","2.29E+2","8.34E+4","1.07E+3"
"2.06E-10","20","2.09E+2","8.32E+4","1.13E+3"
"2.06E-10","20","1.91E+2","8.32E+4","1.09E+3"
"2.06E-10","20","1.74E+2","8.31E+4","1.21E+3"
"2.06E-10","20","1.58E+2","8.31E+4","1.21E+3"
"2.06E-10","20","1.45E+2","8.30E+4","1.10E+3"
"2.06E-10","20","1.32E+2","8.31E+4","1.48E+3"
"2.06E-10","20","1.20E+2","8.29E+4","1.61E+3"
"2.06E-10","20","1.10E+2","8.29E+4","1.78E+3"
"2.06E-10","20","1.00E+2","8.29E+4","1.99E+3"
"2.06E-10","20","9.12E+1","8.30E+4","2.32E+3"
"2.06E-10","20","8.32E+1","8.31E+4","2.63E+3"
"2.06E-10","20","7.59E+1","8.33E+4","2.70E+3"
"2.06E-10","20","6.92E+1","8.33E+4","3.04E+3"
"2.06E-10","20","6.31E+1","8.35E+4","3.13E+3"
"2.06E-10","20","5.75E+1","8.31E+4","3.56E+3"
"2.06E-10","20","5.25E+1","8.33E+4","5.49E+3"
"2.06E-10","20","4.79E+1","8.46E+4","3.87E+3"
"2.06E-10","20","4.37E+1","8.43E+4","4.73E+3"
"2.06E-10","20","3.98E+1","8.45E+4","5.01E+3"
"2.06E-10","20","3.63E+1","8.49E+4","5.48E+3"
"2.06E-10","20","3.31E+1","8.49E+4","5.66E+3"
"2.06E-10","20","3.02E+1","8.52E+4","6.00E+3"
"2.06E-10","20","2.75E+1","8.56E+4","6.34E+3"
"2.06E-10","20","2.51E+1","8.63E+4","6.88E+3"
